User ID,Subscription Type,Join Date,Last Payment Date,Country,Age,Device,NumericalDate,Label
1258,Standard,10-10-22,03-07-23,United Kingdom,42,Tablet,184,moderate_interested
1259,Premium,11-10-22,03-07-23,Australia,41,Laptop,184,moderate_interested
1260,Basic,13-10-22,04-07-23,Germany,31,Laptop,185,moderate_interested
1261,Premium,14-10-22,02-07-23,France,37,Smart TV,183,moderate_interested
1262,Basic,16-10-22,03-07-23,Brazil,46,Smart TV,184,moderate_interested
1263,Standard,18-10-22,03-07-23,Mexico,30,Tablet,184,moderate_interested
1264,Standard,22-10-22,05-07-23,Spain,30,Smart TV,186,moderate_interested
1265,Basic,24-10-22,03-07-23,Italy,34,Tablet,184,moderate_interested
1266,Premium,25-10-22,04-07-23,Spain,47,Laptop,185,moderate_interested
1267,Basic,29-10-22,03-07-23,Spain,41,Tablet,184,moderate_interested
1268,Standard,02-11-22,04-07-23,United States,42,Laptop,185,moderate_interested
1269,Premium,03-11-22,05-07-23,Canada,48,Smartphone,186,moderate_interested
1270,Basic,04-11-22,06-07-23,United States,30,Smart TV,187,highly_interested
1271,Basic,05-11-22,03-07-23,United States,51,Smartphone,184,moderate_interested
1272,Basic,05-11-22,04-07-23,Canada,27,Smartphone,185,moderate_interested
1273,Standard,31-10-22,04-07-23,United Kingdom,38,Tablet,185,moderate_interested
1274,Premium,27-10-22,05-07-23,Australia,29,Smart TV,186,moderate_interested
1275,Basic,25-10-22,03-07-23,Germany,40,Smartphone,184,moderate_interested
1276,Basic,26-10-22,04-07-23,France,31,Laptop,185,moderate_interested
1277,Premium,30-09-22,04-07-23,Brazil,30,Smartphone,185,moderate_interested
1278,Standard,27-09-22,05-07-23,Mexico,44,Laptop,186,moderate_interested
1279,Standard,12-09-22,03-07-23,Spain,34,Tablet,184,moderate_interested
1280,Basic,25-08-22,04-07-23,Italy,28,Laptop,185,moderate_interested
1281,Premium,25-08-22,04-07-23,Spain,41,Laptop,185,moderate_interested
1282,Standard,22-08-22,05-07-23,Spain,43,Tablet,186,moderate_interested
1283,Basic,17-08-22,02-07-23,United States,33,Laptop,183,moderate_interested
1284,Standard,09-08-22,03-07-23,Canada,32,Tablet,184,moderate_interested
1285,Premium,06-08-22,04-07-23,United States,39,Smart TV,185,moderate_interested
1286,Basic,17-07-22,04-07-23,United States,37,Laptop,185,moderate_interested
1287,Premium,12-07-22,02-07-23,Canada,46,Tablet,183,moderate_interested
1288,Standard,12-07-22,03-07-23,United Kingdom,39,Smartphone,184,moderate_interested
1289,Basic,02-07-22,04-07-23,Australia,46,Tablet,185,moderate_interested
1290,Standard,02-07-22,03-07-23,Germany,43,Laptop,184,moderate_interested
1291,Premium,30-06-22,02-07-23,France,32,Laptop,183,moderate_interested
1292,Basic,30-06-22,04-07-23,Brazil,30,Smart TV,185,moderate_interested
1293,Standard,01-07-22,04-07-23,Mexico,40,Tablet,185,moderate_interested
1294,Premium,30-06-22,04-07-23,Spain,51,Smartphone,185,moderate_interested
1295,Basic,29-06-22,02-07-23,Italy,40,Smartphone,183,moderate_interested
1296,Premium,30-06-22,03-07-23,Spain,28,Smart TV,184,moderate_interested
1297,Basic,29-06-22,04-07-23,Spain,51,Smartphone,185,moderate_interested
1298,Standard,26-06-22,03-07-23,United States,27,Laptop,184,moderate_interested
1299,Standard,27-06-22,01-07-23,Canada,35,Smart TV,182,moderate_interested
1300,Basic,24-06-22,03-07-23,United States,37,Laptop,184,moderate_interested
1301,Premium,23-06-22,04-07-23,United States,51,Smart TV,185,moderate_interested
1302,Basic,23-06-22,03-07-23,Canada,40,Smart TV,184,moderate_interested
1303,Standard,25-06-22,03-07-23,United Kingdom,38,Laptop,184,moderate_interested
1304,Premium,28-06-22,03-07-23,Australia,48,Laptop,184,moderate_interested
1305,Basic,01-07-22,03-07-23,Germany,49,Smartphone,184,moderate_interested
1306,Premium,02-07-22,05-07-23,France,33,Laptop,186,moderate_interested
1307,Basic,06-07-22,03-07-23,Brazil,34,Tablet,184,moderate_interested
1308,Standard,12-07-22,06-07-23,Mexico,39,Tablet,187,highly_interested
1309,Standard,17-07-22,02-07-23,Spain,37,Tablet,183,moderate_interested
1310,Basic,23-07-22,05-07-23,Italy,44,Laptop,186,moderate_interested
1311,Premium,29-07-22,04-07-23,Spain,35,Tablet,185,moderate_interested
1312,Basic,06-08-22,06-07-23,Spain,31,Laptop,187,highly_interested
1313,Standard,09-08-22,02-07-23,United States,39,Smart TV,183,moderate_interested
1314,Premium,14-08-22,05-07-23,Canada,38,Tablet,186,moderate_interested
1315,Basic,20-08-22,03-07-23,United States,42,Smartphone,184,moderate_interested
1316,Premium,28-08-22,05-07-23,United States,48,Tablet,186,moderate_interested
1317,Basic,02-09-22,03-07-23,Canada,31,Tablet,184,moderate_interested
1318,Standard,04-09-22,05-07-23,United Kingdom,42,Smartphone,186,moderate_interested
1319,Standard,06-09-22,03-07-23,Australia,35,Smartphone,184,moderate_interested
1320,Basic,14-09-22,05-07-23,Germany,39,Laptop,186,moderate_interested
1321,Premium,15-09-22,04-07-23,France,50,Tablet,185,moderate_interested
1322,Basic,16-09-22,06-07-23,Brazil,40,Smartphone,187,highly_interested
1323,Standard,28-09-22,02-07-23,Mexico,29,Smartphone,183,moderate_interested
1324,Premium,02-10-22,04-07-23,Spain,48,Smart TV,185,moderate_interested
1325,Basic,03-10-22,04-07-23,Italy,34,Smartphone,185,moderate_interested
1326,Premium,05-10-22,05-07-23,Spain,48,Smartphone,186,moderate_interested
1327,Basic,07-10-22,02-07-23,Spain,48,Laptop,183,moderate_interested
1328,Standard,09-10-22,04-07-23,United States,35,Tablet,185,moderate_interested
1329,Standard,11-10-22,04-07-23,Canada,29,Laptop,185,moderate_interested
1330,Basic,13-10-22,05-07-23,United States,47,Smart TV,186,moderate_interested
1331,Premium,15-10-22,02-07-23,United States,36,Smartphone,183,moderate_interested
1332,Basic,17-10-22,04-07-23,Canada,40,Smartphone,185,moderate_interested
1333,Standard,21-10-22,04-07-23,United Kingdom,51,Tablet,185,moderate_interested
1334,Premium,23-10-22,05-07-23,Australia,37,Smart TV,186,moderate_interested
1335,Basic,24-10-22,06-07-23,Germany,36,Tablet,187,highly_interested
1336,Premium,28-10-22,04-07-23,France,45,Tablet,185,moderate_interested
1337,Basic,31-10-22,04-07-23,Brazil,31,Tablet,185,moderate_interested
1338,Standard,03-11-22,04-07-23,Mexico,45,Laptop,185,moderate_interested
1339,Standard,04-11-22,05-07-23,Spain,30,Laptop,186,moderate_interested
1340,Basic,05-11-22,06-07-23,Italy,40,Smartphone,187,highly_interested
1341,Premium,06-11-22,04-07-23,Spain,44,Smart TV,185,moderate_interested
1342,Basic,01-11-22,05-07-23,Spain,36,Laptop,186,moderate_interested
1343,Standard,01-11-22,05-07-23,United States,36,Tablet,186,moderate_interested
1344,Premium,29-10-22,05-07-23,Canada,32,Smartphone,186,moderate_interested
1345,Basic,27-10-22,03-07-23,United States,46,Smart TV,184,moderate_interested
1346,Basic,16-10-22,04-07-23,United States,39,Smart TV,185,moderate_interested
1347,Basic,14-10-22,04-07-23,Canada,30,Smart TV,185,moderate_interested
1348,Standard,14-09-22,05-07-23,United Kingdom,34,Laptop,186,moderate_interested
1349,Premium,03-09-22,03-07-23,Australia,28,Laptop,184,moderate_interested
1350,Basic,27-08-22,04-07-23,Germany,39,Smartphone,185,moderate_interested
1351,Basic,27-08-22,05-07-23,France,34,Laptop,186,moderate_interested
1352,Premium,21-08-22,05-07-23,Brazil,42,Laptop,186,moderate_interested
1353,Standard,13-08-22,02-07-23,Mexico,29,Tablet,183,moderate_interested
1354,Standard,12-08-22,04-07-23,Spain,29,Tablet,185,moderate_interested
1355,Basic,24-07-22,04-07-23,Italy,30,Tablet,185,moderate_interested
1356,Premium,24-07-22,04-07-23,Spain,51,Smartphone,185,moderate_interested
1357,Standard,12-07-22,02-07-23,Spain,51,Smart TV,183,moderate_interested
1358,Basic,09-07-22,04-07-23,United States,44,Tablet,185,moderate_interested
1359,Standard,09-07-22,05-07-23,Canada,35,Laptop,186,moderate_interested
1360,Premium,10-07-22,04-07-23,United States,39,Smart TV,185,moderate_interested
1361,Basic,02-07-22,02-07-23,United States,41,Laptop,183,moderate_interested
1362,Premium,02-07-22,04-07-23,Canada,44,Laptop,185,moderate_interested
1363,Standard,01-07-22,05-07-23,United Kingdom,29,Laptop,186,moderate_interested
1364,Basic,01-07-22,04-07-23,Australia,47,Tablet,185,moderate_interested
1365,Standard,30-06-22,02-07-23,Germany,28,Smartphone,183,moderate_interested
1366,Premium,29-06-22,04-07-23,France,45,Laptop,185,moderate_interested
1367,Basic,26-06-22,04-07-23,Brazil,28,Smartphone,185,moderate_interested
1368,Standard,27-06-22,03-07-23,Mexico,31,Laptop,184,moderate_interested
1369,Premium,25-06-22,03-07-23,Spain,47,Laptop,184,moderate_interested
1370,Basic,23-06-22,04-07-23,Italy,42,Tablet,185,moderate_interested
1371,Premium,24-06-22,04-07-23,Spain,34,Laptop,185,moderate_interested
1372,Basic,25-06-22,05-07-23,Spain,40,Laptop,186,moderate_interested
1373,Standard,26-06-22,04-07-23,United States,42,Laptop,185,moderate_interested
1374,Standard,27-06-22,07-07-23,Canada,33,Smart TV,188,highly_interested
1375,Basic,30-06-22,03-07-23,United States,30,Laptop,184,moderate_interested
1376,Premium,03-07-22,05-07-23,United States,29,Tablet,186,moderate_interested
1377,Basic,09-07-22,04-07-23,Canada,31,Smart TV,185,moderate_interested
1378,Standard,17-07-22,06-07-23,United Kingdom,46,Smart TV,187,highly_interested
1379,Premium,22-07-22,03-07-23,Australia,46,Smartphone,184,moderate_interested
1380,Basic,28-07-22,05-07-23,Germany,47,Laptop,186,moderate_interested
1381,Premium,04-08-22,04-07-23,France,48,Smart TV,185,moderate_interested
1382,Basic,08-08-22,06-07-23,Brazil,32,Smart TV,187,highly_interested
1383,Standard,13-08-22,04-07-23,Mexico,51,Tablet,185,moderate_interested
1384,Standard,17-08-22,05-07-23,Spain,33,Smart TV,186,moderate_interested
1385,Basic,20-08-22,04-07-23,Italy,43,Smartphone,185,moderate_interested
1386,Premium,28-08-22,06-07-23,Spain,43,Smart TV,187,highly_interested
1387,Basic,29-08-22,04-07-23,Spain,42,Smart TV,185,moderate_interested
1388,Standard,03-09-22,05-07-23,United States,30,Smartphone,186,moderate_interested
1389,Premium,10-09-22,03-07-23,Canada,50,Smartphone,184,moderate_interested
1390,Basic,13-09-22,05-07-23,United States,51,Laptop,186,moderate_interested
1391,Premium,15-09-22,04-07-23,United States,36,Tablet,185,moderate_interested
1392,Basic,25-09-22,06-07-23,Canada,41,Tablet,187,highly_interested
1393,Standard,01-10-22,03-07-23,United Kingdom,37,Smart TV,184,moderate_interested
1394,Standard,02-10-22,04-07-23,Australia,30,Tablet,185,moderate_interested
1395,Basic,05-10-22,04-07-23,Germany,50,Tablet,185,moderate_interested
1396,Premium,06-10-22,05-07-23,France,41,Smart TV,186,moderate_interested
1397,Basic,07-10-22,03-07-23,Brazil,29,Laptop,184,moderate_interested
1398,Standard,10-10-22,04-07-23,Mexico,43,Smart TV,185,moderate_interested
1399,Premium,12-10-22,04-07-23,Spain,31,Smart TV,185,moderate_interested
1400,Basic,15-10-22,06-07-23,Italy,40,Laptop,187,highly_interested
1401,Premium,17-10-22,05-07-23,Spain,35,Smart TV,186,moderate_interested
1402,Basic,21-10-22,04-07-23,Spain,39,Laptop,185,moderate_interested
1403,Standard,23-10-22,05-07-23,United States,48,Laptop,186,moderate_interested
1404,Standard,24-10-22,05-07-23,Canada,42,Tablet,186,moderate_interested
1405,Basic,27-10-22,06-07-23,United States,48,Smart TV,187,highly_interested
1406,Premium,30-10-22,07-07-23,United States,33,Smart TV,188,highly_interested
1407,Basic,31-10-22,04-07-23,Canada,45,Smart TV,185,moderate_interested
1408,Standard,03-11-22,04-07-23,United Kingdom,40,Smart TV,185,moderate_interested
1409,Premium,05-11-22,06-07-23,Australia,38,Tablet,187,highly_interested
1410,Basic,06-11-22,06-07-23,Germany,31,Tablet,187,highly_interested
1411,Premium,01-11-22,04-07-23,France,33,Smart TV,185,moderate_interested
1412,Basic,02-11-22,05-07-23,Brazil,27,Laptop,186,moderate_interested
1413,Standard,02-11-22,05-07-23,Mexico,47,Smartphone,186,moderate_interested
1414,Standard,01-11-22,06-07-23,Spain,41,Tablet,187,highly_interested
1415,Basic,17-10-22,03-07-23,Italy,32,Smart TV,184,moderate_interested
1416,Premium,18-10-22,05-07-23,Spain,31,Smart TV,186,moderate_interested
1417,Basic,28-09-22,05-07-23,Spain,43,Tablet,186,moderate_interested
1418,Standard,23-09-22,05-07-23,United States,42,Smart TV,186,moderate_interested
1419,Premium,22-09-22,03-07-23,Canada,46,Smartphone,184,moderate_interested
1420,Basic,31-08-22,04-07-23,United States,27,Smartphone,185,moderate_interested
1421,Basic,28-08-22,05-07-23,United States,48,Smart TV,186,moderate_interested
1422,Basic,27-08-22,05-07-23,Canada,49,Laptop,186,moderate_interested
1423,Standard,17-08-22,03-07-23,United Kingdom,43,Smart TV,184,moderate_interested
1424,Premium,09-08-22,04-07-23,Australia,38,Laptop,185,moderate_interested
1425,Basic,24-07-22,05-07-23,Germany,37,Smartphone,186,moderate_interested
1426,Basic,16-07-22,04-07-23,France,39,Smart TV,185,moderate_interested
1427,Premium,15-07-22,03-07-23,Brazil,40,Tablet,184,moderate_interested
1428,Standard,12-07-22,05-07-23,Mexico,40,Smart TV,186,moderate_interested
1429,Standard,12-07-22,06-07-23,Spain,48,Laptop,187,highly_interested
1430,Basic,09-07-22,05-07-23,Italy,43,Smart TV,186,moderate_interested
1431,Premium,05-07-22,02-07-23,Spain,46,Laptop,183,moderate_interested
1432,Standard,05-07-22,05-07-23,Spain,43,Smartphone,186,moderate_interested
1433,Basic,03-07-22,05-07-23,United States,30,Tablet,186,moderate_interested
1434,Standard,01-07-22,04-07-23,Canada,51,Laptop,185,moderate_interested
1435,Premium,30-06-22,03-07-23,United States,30,Smartphone,184,moderate_interested
1436,Basic,27-06-22,04-07-23,United States,47,Smart TV,185,moderate_interested
1437,Premium,28-06-22,04-07-23,Canada,41,Laptop,185,moderate_interested
1438,Standard,28-06-22,05-07-23,United Kingdom,45,Smartphone,186,moderate_interested
1439,Basic,24-06-22,04-07-23,Australia,47,Laptop,185,moderate_interested
1440,Standard,24-06-22,05-07-23,Germany,48,Smart TV,186,moderate_interested
1441,Premium,25-06-22,04-07-23,France,51,Tablet,185,moderate_interested
1442,Basic,26-06-22,06-07-23,Brazil,29,Smart TV,187,highly_interested
1443,Standard,27-06-22,05-07-23,Mexico,43,Laptop,186,moderate_interested
1444,Premium,29-06-22,07-07-23,Spain,49,Tablet,188,highly_interested
1445,Basic,02-07-22,03-07-23,Italy,37,Smartphone,184,moderate_interested
1446,Premium,07-07-22,05-07-23,Spain,48,Tablet,186,moderate_interested
1447,Basic,13-07-22,05-07-23,Spain,36,Tablet,186,moderate_interested
1448,Standard,18-07-22,07-07-23,United States,33,Laptop,188,highly_interested
1449,Standard,24-07-22,04-07-23,Canada,38,Laptop,185,moderate_interested
1450,Basic,31-07-22,06-07-23,United States,42,Smartphone,187,highly_interested
1451,Premium,01-08-22,05-07-23,United States,30,Tablet,186,moderate_interested
1452,Basic,08-08-22,06-07-23,Canada,39,Smart TV,187,highly_interested
1453,Standard,13-08-22,04-07-23,United Kingdom,36,Smartphone,185,moderate_interested
1454,Premium,14-08-22,06-07-23,Australia,27,Smartphone,187,highly_interested
1455,Basic,23-08-22,04-07-23,Germany,49,Smart TV,185,moderate_interested
1456,Premium,27-08-22,06-07-23,France,31,Laptop,187,highly_interested
1457,Basic,31-08-22,05-07-23,Brazil,36,Laptop,186,moderate_interested
1458,Standard,09-09-22,06-07-23,Mexico,41,Tablet,187,highly_interested
1459,Standard,10-09-22,04-07-23,Spain,45,Laptop,185,moderate_interested
1460,Basic,12-09-22,05-07-23,Italy,45,Smart TV,186,moderate_interested
1461,Premium,17-09-22,05-07-23,Spain,32,Smart TV,186,moderate_interested
1462,Basic,21-09-22,06-07-23,Spain,41,Smartphone,187,highly_interested
1463,Standard,02-10-22,03-07-23,United States,37,Smart TV,184,moderate_interested
1464,Premium,04-10-22,05-07-23,Canada,27,Laptop,186,moderate_interested
1465,Basic,06-10-22,04-07-23,United States,41,Laptop,185,moderate_interested
1466,Premium,07-10-22,06-07-23,United States,30,Smart TV,187,highly_interested
1467,Basic,08-10-22,04-07-23,Canada,43,Smartphone,185,moderate_interested
1468,Standard,11-10-22,05-07-23,United Kingdom,51,Laptop,186,moderate_interested
1469,Standard,13-10-22,04-07-23,Australia,46,Smart TV,185,moderate_interested
1470,Basic,15-10-22,06-07-23,Germany,27,Tablet,187,highly_interested
1471,Premium,19-10-22,06-07-23,France,51,Smartphone,187,highly_interested
1472,Basic,21-10-22,06-07-23,Brazil,28,Laptop,187,highly_interested
1473,Standard,23-10-22,05-07-23,Mexico,33,Smartphone,186,moderate_interested
1474,Premium,26-10-22,05-07-23,Spain,31,Laptop,186,moderate_interested
1475,Basic,27-10-22,06-07-23,Italy,47,Laptop,187,highly_interested
1476,Premium,31-10-22,07-07-23,Spain,45,Tablet,188,highly_interested
1477,Basic,03-11-22,05-07-23,Spain,42,Smart TV,186,moderate_interested
1478,Standard,05-11-22,06-07-23,United States,47,Smart TV,187,highly_interested
1479,Standard,06-11-22,06-07-23,Canada,29,Smart TV,187,highly_interested
1480,Basic,03-11-22,07-07-23,United States,49,Laptop,188,highly_interested
1481,Premium,03-11-22,04-07-23,United States,41,Laptop,185,moderate_interested
1482,Basic,04-11-22,05-07-23,Canada,45,Smartphone,186,moderate_interested
1483,Standard,02-11-22,06-07-23,United Kingdom,49,Smart TV,187,highly_interested
1484,Premium,27-10-22,06-07-23,Australia,41,Smart TV,187,highly_interested
1485,Basic,27-10-22,04-07-23,Germany,37,Laptop,185,moderate_interested
1486,Premium,15-10-22,05-07-23,France,31,Smartphone,186,moderate_interested
1487,Basic,03-10-22,05-07-23,Brazil,29,Smartphone,186,moderate_interested
1488,Standard,25-09-22,05-07-23,Mexico,51,Smart TV,186,moderate_interested
1489,Standard,16-09-22,03-07-23,Spain,33,Smart TV,184,moderate_interested
1490,Basic,14-09-22,04-07-23,Italy,31,Smartphone,185,moderate_interested
1491,Premium,11-09-22,05-07-23,Spain,42,Laptop,186,moderate_interested
1492,Basic,09-09-22,05-07-23,Spain,48,Laptop,186,moderate_interested
1493,Standard,12-08-22,03-07-23,United States,37,Laptop,184,moderate_interested
1494,Premium,04-08-22,06-07-23,Canada,51,Smartphone,187,highly_interested
1495,Basic,04-08-22,06-07-23,United States,29,Tablet,187,highly_interested
1496,Basic,31-07-22,05-07-23,United States,46,Tablet,186,moderate_interested
1497,Basic,29-07-22,03-07-23,Canada,35,Smart TV,184,moderate_interested
1498,Standard,14-07-22,05-07-23,United Kingdom,44,Smartphone,186,moderate_interested
1499,Premium,13-07-22,06-07-23,Australia,36,Smart TV,187,highly_interested
1500,Basic,11-07-22,05-07-23,Germany,38,Tablet,186,moderate_interested
1501,Basic,12-07-22,03-07-23,France,36,Smart TV,184,moderate_interested
1502,Premium,11-07-22,05-07-23,Brazil,40,Laptop,186,moderate_interested
1503,Standard,02-07-22,05-07-23,Mexico,29,Laptop,186,moderate_interested
1504,Standard,30-06-22,06-07-23,Spain,32,Smart TV,187,highly_interested
1505,Basic,30-06-22,05-07-23,Italy,30,Laptop,186,moderate_interested
1506,Premium,29-06-22,05-07-23,Spain,47,Smartphone,186,moderate_interested
1507,Standard,30-06-22,04-07-23,Spain,28,Tablet,185,moderate_interested
1508,Basic,24-06-22,05-07-23,United States,49,Laptop,186,moderate_interested
1509,Standard,25-06-22,04-07-23,Canada,50,Smartphone,185,moderate_interested
1510,Premium,25-06-22,07-07-23,United States,33,Smart TV,188,highly_interested
1511,Basic,26-06-22,04-07-23,United States,50,Smart TV,185,moderate_interested
1512,Premium,27-06-22,06-07-23,Canada,28,Smart TV,187,highly_interested
1513,Standard,29-06-22,06-07-23,United Kingdom,41,Smartphone,187,highly_interested
1514,Basic,01-07-22,07-07-23,Australia,30,Smartphone,188,highly_interested
1515,Standard,03-07-22,04-07-23,Germany,32,Smart TV,185,moderate_interested
1516,Premium,12-07-22,07-07-23,France,50,Laptop,188,highly_interested
1517,Basic,15-07-22,05-07-23,Brazil,28,Smart TV,186,moderate_interested
1518,Standard,19-07-22,07-07-23,Mexico,45,Smart TV,188,highly_interested
1519,Premium,27-07-22,05-07-23,Spain,31,Tablet,186,moderate_interested
1520,Basic,29-07-22,06-07-23,Italy,27,Smartphone,187,highly_interested
1521,Premium,06-08-22,05-07-23,Spain,49,Tablet,186,moderate_interested
1522,Basic,13-08-22,06-07-23,Spain,32,Laptop,187,highly_interested
1523,Standard,14-08-22,05-07-23,United States,38,Smart TV,186,moderate_interested
1524,Standard,20-08-22,07-07-23,Canada,39,Smartphone,188,highly_interested
1525,Basic,24-08-22,04-07-23,United States,50,Tablet,185,moderate_interested
1526,Premium,28-08-22,06-07-23,United States,51,Tablet,187,highly_interested
1527,Basic,05-09-22,05-07-23,Canada,32,Smart TV,186,moderate_interested
1528,Standard,10-09-22,07-07-23,United Kingdom,45,Smart TV,188,highly_interested
1529,Premium,11-09-22,04-07-23,Australia,31,Laptop,185,moderate_interested
1530,Basic,14-09-22,06-07-23,Germany,44,Smartphone,187,highly_interested
1531,Premium,21-09-22,05-07-23,France,30,Tablet,186,moderate_interested
1532,Basic,26-09-22,07-07-23,Brazil,44,Tablet,188,highly_interested
1533,Standard,30-09-22,03-07-23,Mexico,37,Tablet,184,moderate_interested
1534,Standard,02-10-22,06-07-23,Spain,30,Tablet,187,highly_interested
1535,Basic,06-10-22,05-07-23,Italy,31,Smart TV,186,moderate_interested
1536,Premium,07-10-22,06-07-23,Spain,31,Laptop,187,highly_interested
1537,Basic,09-10-22,06-07-23,Spain,44,Tablet,187,highly_interested
1538,Standard,11-10-22,05-07-23,United States,44,Smart TV,186,moderate_interested
1539,Premium,12-10-22,05-07-23,Canada,34,Laptop,186,moderate_interested
1540,Basic,16-10-22,06-07-23,United States,42,Laptop,187,highly_interested
1541,Premium,17-10-22,07-07-23,United States,33,Smartphone,188,highly_interested
1542,Basic,21-10-22,07-07-23,Canada,35,Smart TV,188,highly_interested
1543,Standard,23-10-22,06-07-23,United Kingdom,34,Laptop,187,highly_interested
1544,Standard,25-10-22,05-07-23,Australia,47,Tablet,186,moderate_interested
1545,Basic,27-10-22,06-07-23,Germany,43,Laptop,187,highly_interested
1546,Premium,29-10-22,08-07-23,France,43,Smart TV,189,highly_interested
1547,Basic,01-11-22,05-07-23,Brazil,35,Smartphone,186,moderate_interested
1548,Standard,04-11-22,06-07-23,Mexico,39,Tablet,187,highly_interested
1549,Premium,04-11-22,06-07-23,Spain,39,Tablet,187,highly_interested
1550,Basic,04-11-22,07-07-23,Italy,49,Smart TV,188,highly_interested
1551,Premium,05-11-22,04-07-23,Spain,30,Tablet,185,moderate_interested
1552,Basic,02-11-22,05-07-23,Spain,31,Tablet,186,moderate_interested
1553,Standard,03-11-22,06-07-23,United States,39,Tablet,187,highly_interested
1554,Standard,30-10-22,06-07-23,Canada,30,Laptop,187,highly_interested
1555,Basic,31-10-22,04-07-23,United States,43,Smartphone,185,moderate_interested
1556,Premium,14-10-22,05-07-23,United States,29,Smartphone,186,moderate_interested
1557,Basic,26-09-22,05-07-23,Canada,46,Smart TV,186,moderate_interested
1558,Standard,17-09-22,06-07-23,United Kingdom,35,Smartphone,187,highly_interested
1559,Premium,16-09-22,03-07-23,Australia,30,Tablet,184,moderate_interested
1560,Basic,12-09-22,07-07-23,Germany,39,Smart TV,188,highly_interested
1561,Premium,12-09-22,06-07-23,France,41,Laptop,187,highly_interested
1562,Basic,29-08-22,05-07-23,Brazil,27,Smartphone,186,moderate_interested
1563,Standard,25-08-22,03-07-23,Mexico,42,Laptop,184,moderate_interested
1564,Standard,15-08-22,06-07-23,Spain,45,Tablet,187,highly_interested
1565,Basic,11-08-22,07-07-23,Italy,36,Smart TV,188,highly_interested
1566,Premium,10-08-22,06-07-23,Spain,35,Laptop,187,highly_interested
1567,Basic,26-07-22,04-07-23,Spain,38,Smartphone,185,moderate_interested
1568,Standard,19-07-22,06-07-23,United States,41,Smart TV,187,highly_interested
1569,Premium,17-07-22,06-07-23,Canada,43,Tablet,187,highly_interested
1570,Basic,17-07-22,06-07-23,United States,44,Tablet,187,highly_interested
1571,Basic,17-07-22,04-07-23,United States,35,Tablet,185,moderate_interested
1572,Basic,11-07-22,06-07-23,Canada,39,Laptop,187,highly_interested
1573,Standard,07-07-22,05-07-23,United Kingdom,43,Smart TV,186,moderate_interested
1574,Premium,07-07-22,06-07-23,Australia,36,Smart TV,187,highly_interested
1575,Basic,08-07-22,05-07-23,Germany,49,Laptop,186,moderate_interested
1576,Basic,06-07-22,08-07-23,France,29,Smartphone,189,highly_interested
1577,Premium,03-07-22,04-07-23,Brazil,45,Tablet,185,moderate_interested
1578,Standard,30-06-22,06-07-23,Mexico,44,Laptop,187,highly_interested
1579,Standard,27-06-22,04-07-23,Spain,40,Smart TV,185,moderate_interested
1580,Basic,26-06-22,08-07-23,Italy,51,Smart TV,189,highly_interested
1581,Premium,27-06-22,05-07-23,Spain,30,Smart TV,186,moderate_interested
1582,Standard,28-06-22,08-07-23,Spain,50,Smart TV,189,highly_interested
1583,Basic,30-06-22,06-07-23,United States,39,Tablet,187,highly_interested
1584,Standard,02-07-22,07-07-23,Canada,51,Tablet,188,highly_interested
1585,Premium,05-07-22,05-07-23,United States,42,Laptop,186,moderate_interested
1586,Basic,11-07-22,07-07-23,United States,34,Tablet,188,highly_interested
1587,Premium,18-07-22,06-07-23,Canada,28,Tablet,187,highly_interested
1588,Standard,25-07-22,07-07-23,United Kingdom,43,Tablet,188,highly_interested
1589,Basic,28-07-22,06-07-23,Australia,27,Tablet,187,highly_interested
1590,Standard,05-08-22,08-07-23,Germany,49,Smart TV,189,highly_interested
1591,Premium,09-08-22,05-07-23,France,35,Laptop,186,moderate_interested
1592,Basic,14-08-22,06-07-23,Brazil,34,Tablet,187,highly_interested
1593,Standard,15-08-22,05-07-23,Mexico,28,Smartphone,186,moderate_interested
1594,Premium,16-08-22,07-07-23,Spain,49,Tablet,188,highly_interested
1595,Basic,25-08-22,04-07-23,Italy,51,Tablet,185,moderate_interested
1596,Premium,27-08-22,06-07-23,Spain,36,Laptop,187,highly_interested
1597,Basic,06-09-22,06-07-23,Spain,37,Smart TV,187,highly_interested
1598,Standard,08-09-22,07-07-23,United States,48,Laptop,188,highly_interested
1599,Standard,13-09-22,04-07-23,Canada,45,Smart TV,185,moderate_interested
1600,Basic,15-09-22,06-07-23,United States,39,Tablet,187,highly_interested
1601,Premium,19-09-22,05-07-23,United States,39,Smartphone,186,moderate_interested
1602,Basic,22-09-22,07-07-23,Canada,46,Smart TV,188,highly_interested
1603,Standard,24-09-22,06-07-23,United Kingdom,30,Smartphone,187,highly_interested
1604,Premium,30-09-22,06-07-23,Australia,32,Smartphone,187,highly_interested
1605,Basic,03-10-22,05-07-23,Germany,39,Laptop,186,moderate_interested
1606,Premium,08-10-22,07-07-23,France,35,Smartphone,188,highly_interested
1607,Basic,09-10-22,07-07-23,Brazil,41,Smartphone,188,highly_interested
1608,Standard,12-10-22,08-07-23,Mexico,32,Smart TV,189,highly_interested
1609,Standard,15-10-22,06-07-23,Spain,41,Smart TV,187,highly_interested
1610,Basic,17-10-22,06-07-23,Italy,36,Smart TV,187,highly_interested
1611,Premium,19-10-22,07-07-23,Spain,49,Laptop,188,highly_interested
1612,Basic,22-10-22,09-07-23,Spain,30,Smartphone,190,highly_interested
1613,Standard,23-10-22,06-07-23,United States,40,Smartphone,187,highly_interested
